"NOMPSN";"PREPSN";"DATNAIPSN";"SEXPSN";"CODPRO";"CODE_NUA";"EFFECTIF_LEGAL";"CODDPT";"CODCOM";"CODSECT";"SORTANT";"CODE_NUANCE_DE_LISTE";"CODE_PERSONNALITE";"TOUR_ELECTION"
"CAMARD";"Sophie";"1972-12-09";"F";"37";"DVG";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"LHARDIT";"Laurent";"1963-04-20";"M";"31";"SOC";25;"13";"13055";"13055SR01";"OUI";"LUG";"DEP";"élu T2"
"GARINO";"Audrey";"1984-05-04";"F";"37";"COM";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"SORET";"Julien";"1984-01-23";"M";"34";"GEN";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"EDOU";"Capucine";"1975-08-03";"F";"37";"VEC";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"AMICO";"Patrick";"1955-08-25";"M";"74";"DVG";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"BÉCARD";"Leïla";"1972-03-04";"F";"43";"DVG";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"BOUSSALEM";"Karim";"1986-06-11";"M";"22";"DVG";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"ROLBERT";"Monique";"1961-07-05";"F";"34";"DVG";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"PELLICANI";"Christian";"1958-02-19";"M";"74";"COM";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"CHABANI";"Samia";"1971-06-24";"F";"46";"DVG";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"CAHN";"Philippe";"1956-01-22";"M";"77";"DVG";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"ROCHE";"Virginie";"1970-12-18";"F";"33";"DVG";25;"13";"13055";"13055SR01";"OUI";"LUG";;"élu T2"
"GUILLEDOUX";"Frédéric-Joël";"1965-08-06";"M";"35";"DVG";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"MEZOUI";"Nawel";"2003-03-19";"F";"84";"VEC";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"LECOUR";"Aurélien";"1983-06-27";"M";"21";"DVG";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"MASSIP";"Romane";"2004-10-31";"F";"84";"COM";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"BUGLIANI";"Guillaume";"2000-03-29";"M";"85";"SOC";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"CANONICI";"Annelise";"1956-08-20";"F";"74";"COM";25;"13";"13055";"13055SR01";;"LUG";;"élu T2"
"PARODI";"Clémence";"1958-10-21";"F";"72";"RN";25;"13";"13055";"13055SR01";"OUI";"LRN";;"élu T2"
"ESCAVI";"Hubert";"1995-04-29";"M";"37";"RN";25;"13";"13055";"13055SR01";;"LRN";;"élu T2"
"LUCHEUX";"Marina";"2000-04-11";"F";"46";"RN";25;"13";"13055";"13055SR01";;"LRN";;"élu T2"
"BARLES";"Sébastien";"1973-08-27";"M";"31";"FI";25;"13";"13055";"13055SR01";"OUI";"LFI";;"élu T2"
"DEWEERDT";"Charlotte";"1982-01-30";"F";"37";"FI";25;"13";"13055";"13055SR01";;"LFI";;"élu T2"
"SIMMARANO";"Romain";"1988-10-23";"M";"33";"REN";25;"13";"13055";"13055SR01";;"LDVD";;"élu T2"
"KREHMEIER";"Anthony";"1986-10-04";"M";"85";"SOC";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"SINSOILLIEZ";"Emilia";"1977-06-15";"F";"34";"DVG";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"AZIBI";"Gérard";"1950-05-15";"M";"74";"DVG";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"PFISTER";"Anne";"1961-09-06";"F";"77";"DVG";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"ANGELI";"Jean-Marie";"1972-05-18";"M";"45";"COM";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"BENMARNIA";"Nassera";"1963-04-09";"F";"37";"DVG";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"LAFFARE";"Thomas";"1998-10-04";"M";"33";"VEC";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"LARGUEM";"Soraya";"1972-02-25";"F";"52";"DVG";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"ATTIA";"Maurice";"1959-07-01";"M";"75";"COM";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"ROVERA";"Laure";"1968-01-13";"F";"54";"COM";27;"13";"13055";"13055SR02";"OUI";"LUG";;"élu T2"
"AFTIS";"Hamza";"1987-08-17";"M";"52";"DVG";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"GINER";"Dominique";"1960-05-15";"F";"33";"DVG";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"LHARDIT";"Eric";"1962-02-15";"M";"23";"PLP";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"CHEVALIER-KAUSEL";"Eva";"1954-09-21";"F";"74";"DVG";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"PETIT JEAN LEVONIAN";"Aurélien";"2003-12-05";"M";"84";"SOC";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"JABOULAY";"Clara";"1998-11-12";"F";"33";"DVG";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"NOUGARÈDE";"Jean";"1960-06-13";"M";"52";"SOC";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"MEDJOU";"Chaela";"1973-08-12";"F";"47";"DVG";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"ASPINAS";"Zacharie";"2001-02-07";"M";"33";"COM";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"CHASSAGNE";"Lila";"2002-09-29";"F";"84";"VEC";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"CARRANO";"Jean-Luc";"1961-02-11";"M";"74";"DVG";27;"13";"13055";"13055SR02";;"LUG";;"élu T2"
"ABDALLAH SALIM";"Alladine";"1992-08-26";"M";"37";"FI";27;"13";"13055";"13055SR02";;"LFI";;"élu T2"
"HARTPENCE";"Paola";"1992-10-05";"F";"43";"FI";27;"13";"13055";"13055SR02";;"LFI";;"élu T2"
"FEIX";"Alexis";"1986-03-26";"M";"31";"FI";27;"13";"13055";"13055SR02";;"LFI";;"élu T2"
"DJAMBAÉ";"Nouriati";"1977-03-13";"F";"31";"VEC";27;"13";"13055";"13055SR02";"OUI";"LFI";;"élu T2"
"BERMEJO";"Marie";"2005-10-29";"F";"52";"RN";27;"13";"13055";"13055SR02";;"LRN";;"élu T2"
"MATTEI";"Victor";"1964-11-24";"M";"86";"RN";27;"13";"13055";"13055SR02";;"LRN";;"élu T2"
"JAU";"Didier";"1969-10-22";"M";"34";"VEC";33;"13";"13055";"13055SR03";"OUI";"LUG";;"élu T2"
"PRIGENT";"Perrine";"1982-05-12";"F";"45";"DVG";33;"13";"13055";"13055SR03";"OUI";"LUG";;"élu T2"
"DROUOT";"Arnaud";"1988-09-12";"M";"85";"SOC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"PROST";"Nathalie";"1972-08-13";"F";"54";"DVG";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"TOUATI";"Marcel";"1950-06-15";"M";"31";"COM";33;"13";"13055";"13055SR03";"OUI";"LUG";;"élu T2"
"LAMOUREUX";"Mirabelle";"1997-09-05";"F";"23";"VEC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"LEDAY";"William";"1974-07-02";"M";"33";"GEN";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"BATOUX";"Marie";"1980-03-06";"F";"33";"DVG";33;"13";"13055";"13055SR03";"OUI";"LUG";;"élu T2"
"STREET";"Hervé";"1975-05-26";"M";"21";"DVG";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"VIAL";"Anne";"1963-09-05";"F";"38";"DVG";33;"13";"13055";"13055SR03";"OUI";"LUG";;"élu T2"
"ROLLAND";"Jean-Pierre";"1968-01-20";"M";"85";"DVG";33;"13";"13055";"13055SR03";"OUI";"LUG";;"élu T2"
"VESPERINI";"Jacqueline";"1948-12-19";"F";"74";"SOC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"KORNPROBST";"Vincent";"1978-06-28";"M";"33";"VEC";33;"13";"13055";"13055SR03";"OUI";"LUG";;"élu T2"
"MEDINA";"Valentine";"1975-09-13";"F";"31";"SOC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"AMAD";"Zayad";"1975-02-09";"M";"72";"DVG";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"MATRAT";"Coralie";"1981-06-23";"F";"85";"DVG";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"OREGGIA";"Gérard";"1964-01-12";"M";"52";"SOC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"MASSOT";"Marie-Luce";"1973-12-11";"F";"37";"VEC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"MILLET";"Samuel";"2002-01-17";"M";"84";"COM";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"NONOTTE-VARLY";"Michèle";"1953-07-19";"F";"77";"COM";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"ROSSIGNOL";"Olivier";"1963-01-13";"M";"74";"DVG";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"BOUTIN";"Enja";"2004-05-27";"F";"84";"VEC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"BONTÉ";"Nicolas";"1987-05-10";"M";"33";"VEC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"HERSZKOWICZ";"Chloé";"1975-02-06";"F";"42";"VEC";33;"13";"13055";"13055SR03";;"LUG";;"élu T2"
"BATTESTI";"Thomas";"1989-04-22";"M";"37";"RN";33;"13";"13055";"13055SR03";;"LRN";;"élu T2"
"SERRA";"Lucie";"1982-10-06";"F";"52";"RN";33;"13";"13055";"13055SR03";;"LRN";;"élu T2"
"RIGONDET";"Marc";"1964-02-26";"M";"22";"RN";33;"13";"13055";"13055SR03";;"LRN";;"élu T2"
"BENARD";"Virginie";"1984-10-01";"F";"52";"RN";33;"13";"13055";"13055SR03";;"LRN";;"élu T2"
"BIJAOUI";"Léa";"1993-11-14";"F";"43";"FI";33;"13";"13055";"13055SR03";;"LFI";;"élu T2"
"TROCMÉ";"Imrane";"1995-10-22";"M";"33";"FI";33;"13";"13055";"13055SR03";;"LFI";;"élu T2"
"JACOB";"Nicole";"1955-06-25";"F";"37";"FI";33;"13";"13055";"13055SR03";;"LFI";;"élu T2"
"GILLES";"Bruno";"1960-12-26";"M";"74";"HOR";33;"13";"13055";"13055SR03";"OUI";"LDVD";;"élu T2"
"ROLLAND";"Patricia";"1969-04-15";"F";"37";"DVC";33;"13";"13055";"13055SR03";;"LDVD";;"élu T2"
"FORTIN";"Olivia";"1977-08-15";"F";"23";"DVG";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"LEVY";"Yoan";"1990-12-23";"M";"33";"SOC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"MASSON";"Juliette";"1971-09-07";"F";"43";"DVG";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"HAROUNYAN";"Julien";"1981-10-26";"M";"23";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"MEDJBAR";"Bania";"1962-09-12";"F";"35";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"RICHEROLLE";"Gwenaël";"1983-11-25";"M";"33";"VEC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"ABOURS";"Micheline";"1948-05-05";"F";"74";"COM";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"MERY";"Eric";"1979-01-16";"M";"31";"DVG";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"LAUSSINE";"Isabelle";"1965-09-15";"F";"33";"DVG";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"MONNIER";"Christophe";"1980-09-19";"M";"33";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"AMSALLEM";"Marie-Hélène";"1956-09-25";"F";"74";"DVG";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"PANTALACCI BONNAFFOUS";"Jean-Marc";"1965-08-18";"M";"33";"DVG";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"MORAND";"Dominique";"1967-04-28";"F";"31";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"GIRAUD";"Oilivier";"1961-01-16";"M";"31";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"LE TOURNEUR";"Candice";"1985-08-11";"F";"33";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"CANALI";"Anthony";"1996-08-12";"M";"52";"VEC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"NOTARI-ANDJERAKIAN";"Emeline";"1996-09-30";"F";"37";"VEC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"PERENCHIO";"Eliott";"1992-03-03";"M";"54";"ECO";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"SIDANI";"Anne-Sophie";"1987-04-08";"F";"34";"SOC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"VIDAL";"Pierre-Emmanuel";"1999-07-05";"M";"38";"SOC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"SINSOILLIEZ";"Anna";"1982-03-31";"F";"31";"DIV";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"VINCENT";"Cyprien";"1978-04-03";"M";"33";"DVG";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"RICHARD";"Dona";"1968-12-27";"F";"21";"VEC";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"BENAC";"Laurent";"1978-02-19";"M";"45";"SOC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"QUENTIN";"Carole";"1962-02-09";"F";"33";"PLP";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"LUSSON";"Baptiste";"1972-03-14";"M";"34";"GEN";42;"13";"13055";"13055SR04";"OUI";"LUG";;"élu T2"
"GARCIA";"Clémentine";"1975-10-26";"F";"42";"COM";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"MONTARSOLO";"Yves";"1962-12-13";"M";"34";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"ROSSELL";"Pauline";"1985-08-12";"F";"33";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"BRUYAS";"Zacharie";"1985-07-08";"M";"33";"DVG";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"LAGGIARD";"Espérance";"2000-11-10";"F";"85";"COM";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"BERTAL";"Steven";"1990-07-27";"M";"37";"VEC";42;"13";"13055";"13055SR04";;"LUG";;"élu T2"
"RIVOALLAN";"Jean-Baptiste";"1967-08-29";"M";"55";"UDR";42;"13";"13055";"13055SR04";;"LUDR";;"élu T2"
"PONZIO";"Lugdivine";"1985-05-23";"F";"31";"UDR";42;"13";"13055";"13055SR04";;"LUDR";;"élu T2"
"BEN HAMOU";"Samuel";"1965-12-09";"M";"31";"UDR";42;"13";"13055";"13055SR04";;"LUDR";;"élu T2"
"RAMOS";"Nathalie";"1970-12-22";"F";"33";"UDR";42;"13";"13055";"13055SR04";;"LUDR";;"élu T2"
"MARANDAT";"Bernard";"1953-05-16";"M";"31";"RN";42;"13";"13055";"13055SR04";"OUI";"LUDR";;"élu T2"
"AZOULAY";"Doris";"1961-10-17";"F";"55";"REC";42;"13";"13055";"13055SR04";;"LUDR";;"élu T2"
"FLEISCHMANN";"Antoine";"1960-04-14";"M";"74";"RN";42;"13";"13055";"13055SR04";;"LUDR";;"élu T2"
"ROUX";"Charlotte";"1969-03-08";"F";"55";"UDR";42;"13";"13055";"13055SR04";;"LUDR";;"élu T2"
"PILA";"Catherine";"1973-04-19";"F";"33";"LR";42;"13";"13055";"13055SR04";"OUI";"LDVD";;"élu T2"
"BENDANO";"Andre";"1949-03-05";"M";"72";"DVD";42;"13";"13055";"13055SR04";;"LDVD";;"élu T2"
"BEZ";"Eléonore";"1976-06-24";"F";"85";"RN";47;"13";"13055";"13055SR05";"OUI";"LRN";;"élu T2"
"ROSATO";"Blaise";"1965-11-08";"M";"33";"DVD";47;"13";"13055";"13055SR05";"OUI";"LRN";;"élu T2"
"ARRIGHI";"Sophie";"1974-10-25";"F";"85";"DVD";47;"13";"13055";"13055SR05";"OUI";"LRN";;"élu T2"
"DARMON";"Guil";"1973-08-31";"M";"31";"UDR";47;"13";"13055";"13055SR05";"OUI";"LRN";;"élu T2"
"TRIAIRE";"Gisele";"1954-04-03";"F";"46";"DVD";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"PONELLE";"Marc Antoine";"1995-11-02";"M";"45";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"GOULON";"Claude";"1949-05-31";"F";"33";"DVD";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"GENSOLLEN";"Thomas";"1992-02-21";"M";"31";"UDR";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"LICCIONI";"Margie";"1976-07-18";"F";"85";"UDR";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"BUTAVAND";"Jean-Bernard";"1981-02-14";"M";"52";"DVD";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"SAADI";"Roza";"1980-07-26";"F";"54";"REC";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"KESTELLIKIAN";"Cyril";"1972-05-06";"M";"34";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"BENICHOU";"Brigitte";"1951-02-26";"F";"74";"RN";47;"13";"13055";"13055SR05";"OUI";"LRN";;"élu T2"
"COUVE";"Pierre";"2004-09-04";"M";"84";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"GREGORI";"Anne Marie";"1947-03-30";"F";"52";"UDR";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"GIRONIS";"Bruno";"1960-04-29";"M";"74";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"GAUDIN TOUSSAINT";"Nicole";"1959-03-10";"F";"45";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"COLLET";"Stephane";"1963-04-17";"M";"53";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"DRAYON";"Yannick";"1968-02-08";"F";"52";"UDR";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"ASSEDOU";"David";"1985-09-02";"M";"31";"DVD";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"SAMPOL";"Jane";"1950-10-18";"F";"46";"DVD";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"GERVAIS";"Cesar";"2006-07-23";"M";"84";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"ROUX-COGONI";"Sylvie";"1969-03-26";"F";"52";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"DEBIANE";"Rahym";"2005-06-14";"M";"55";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"TRAORE";"Fatoumata Zahara";"1990-08-12";"F";"55";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"KTORZA";"Dylan";"1967-11-11";"M";"56";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"CASASSA";"Mireille";"1960-02-01";"F";"54";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"BONNAND";"Thomas";"2005-05-04";"M";"69";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"TIRAMANI";"Caroline";"1971-03-03";"F";"56";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"JOUBERT";"Nicolas";"1993-10-26";"M";"31";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"KNOPPERS";"Gwenn";"2004-02-03";"F";"84";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"ARRIGHI";"Patrice";"1976-04-30";"M";"37";"DVD";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"BRUN";"Helene";"1958-02-11";"F";"22";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"PASQUINI";"Claude";"1954-04-09";"M";"72";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"RICARD";"Jacqueline";"1952-05-26";"F";"33";"DVD";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"SORANO";"Jean Pierre";"1962-03-24";"M";"53";"RN";47;"13";"13055";"13055SR05";;"LRN";;"élu T2"
"HUGUET";"Pierre";"1976-09-22";"M";"34";"GEN";47;"13";"13055";"13055SR05";;"LUG";;"élu T2"
"GUERARD";"Sophie";"1978-03-25";"F";"34";"DVG";47;"13";"13055";"13055SR05";"OUI";"LUG";;"élu T2"
"LALI";"Karim";"1976-05-22";"M";"23";"DVG";47;"13";"13055";"13055SR05";;"LUG";;"élu T2"
"MABROUK";"Sophia";"1982-06-22";"F";"84";"DVG";47;"13";"13055";"13055SR05";"OUI";"LUG";;"élu T2"
"MENCHON";"Hervé";"1967-08-20";"M";"34";"VEC";47;"13";"13055";"13055SR05";"OUI";"LUG";;"élu T2"
"DI SARNO";"Caroline";"1976-04-13";"F";"46";"COM";47;"13";"13055";"13055SR05";;"LUG";;"élu T2"
"MKRTCHYAN";"Grisha";"2003-05-06";"M";"84";"SOC";47;"13";"13055";"13055SR05";;"LUG";;"élu T2"
"NACU";"Mihaela Liliana";"1976-04-21";"F";"72";"VEC";47;"13";"13055";"13055SR05";;"LUG";;"élu T2"
"CANICAVE";"Romain";"2000-06-06";"M";"37";"SOC";47;"13";"13055";"13055SR05";;"LUG";;"élu T2"
"CARADEC";"Laure-Agnès";"1967-11-20";"F";"33";"LR";47;"13";"13055";"13055SR05";"OUI";"LDVD";;"élu T2"
"SANTELLI";"Thierry";"1970-07-21";"M";"45";"LR";47;"13";"13055";"13055SR05";;"LDVD";;"élu T2"
"RIOULT";"Olivier";"1984-05-17";"M";"33";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"GRISETI";"Monique";"1960-07-23";"F";"22";"RN";43;"13";"13055";"13055SR06";"OUI";"LRN";"DEP";"élu T2"
"AUDIBERT";"Gérard";"1956-03-26";"M";"75";"DVD";43;"13";"13055";"13055SR06";"OUI";"LRN";;"élu T2"
"PICHINOTY";"Nicole";"1947-02-10";"F";"74";"DVD";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"KELLER";"Arnaud";"1998-07-18";"M";"45";"RN";43;"13";"13055";"13055SR06";"OUI";"LRN";;"élu T2"
"POVER";"Aude";"1983-03-10";"F";"37";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"COULET";"René";"1961-05-15";"M";"38";"DVD";43;"13";"13055";"13055SR06";"OUI";"LRN";;"élu T2"
"COSTA";"Monique";"1959-03-08";"F";"75";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"NAKACHE";"Jessy";"1987-04-28";"M";"22";"UDR";43;"13";"13055";"13055SR06";"OUI";"LRN";;"élu T2"
"OCCULY";"Gabrielle";"1956-06-20";"F";"77";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"GUICHARD";"Roger";"1955-06-27";"M";"22";"DVD";43;"13";"13055";"13055SR06";"OUI";"LRN";;"élu T2"
"AVOGADRO";"Sandra";"1977-02-18";"F";"55";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"BOZZI";"Emmanuel";"1968-05-25";"M";"46";"UDR";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"FAUCHARD";"Karine";"1973-07-06";"F";"31";"DVD";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"PÉLÉGRI";"Jean-Luc";"1966-01-05";"M";"22";"REC";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"MENAGER";"Valérie";"1965-08-26";"F";"37";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"DARMAGNAC";"Jean";"1951-11-04";"M";"72";"UDR";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"PIAZZA";"Martine";"1959-06-30";"F";"77";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"DUPONT";"Claude";"1946-10-04";"M";"74";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"DI SILVESTRO";"Vanessa";"1984-02-01";"F";"43";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"COUTURIER";"Romain";"2003-09-18";"M";"84";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"SAENZ";"Carole";"1972-01-29";"F";"22";"DVD";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"BOUNOUS";"Didier";"1969-09-06";"M";"34";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"SYLVI";"Loane";"2004-01-20";"F";"84";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"SIAME";"Olivier";"1992-09-19";"M";"33";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"HAJUN";"Hélène";"1961-05-05";"F";"31";"DVD";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"RAYBAUD";"Paul";"2000-03-05";"M";"84";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"BARATTUCCI";"Beatrice";"1972-10-18";"F";"46";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"ESCUDIER";"François";"2003-07-13";"M";"84";"UDR";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"LADAME";"Ghislaine";"1969-12-08";"F";"54";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"BADOINO";"Bernard";"1959-12-28";"M";"33";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"CARDAMONE";"Ornella";"1999-12-12";"F";"22";"RN";43;"13";"13055";"13055SR06";;"LRN";;"élu T2"
"OHANESSIAN";"Yannick";"1981-05-08";"M";"33";"SOC";43;"13";"13055";"13055SR06";"OUI";"LUG";;"élu T2"
"LECORCHE";"Pascaline";"1983-07-25";"F";"38";"PLP";43;"13";"13055";"13055SR06";;"LUG";;"élu T2"
"PRUVOST";"Michel";"1963-03-06";"M";"38";"COM";43;"13";"13055";"13055SR06";;"LUG";;"élu T2"
"BERNARDI";"Rebecca";"1975-08-16";"F";"31";"DVG";43;"13";"13055";"13055SR06";"OUI";"LUG";;"élu T2"
"SIGNES";"Jean-Marc";"1963-01-15";"M";"37";"VEC";43;"13";"13055";"13055SR06";"OUI";"LUG";;"élu T2"
"VIGNES";"Cécile";"1959-01-11";"F";"75";"ECO";43;"13";"13055";"13055SR06";"OUI";"LUG";;"élu T2"
"KAZANDJIAN";"Azad";"1984-03-28";"M";"33";"DVG";43;"13";"13055";"13055SR06";;"LUG";;"élu T2"
"MILLION ROUSSEAU";"Emilie";"1985-09-06";"F";"31";"PLP";43;"13";"13055";"13055SR06";;"LUG";;"élu T2"
"SOUVESTRE";"Sylvain";"1981-04-03";"M";"37";"LR";43;"13";"13055";"13055SR06";"OUI";"LDVD";;"élu T2"
"BOYER";"Valérie";"1962-06-11";"F";"43";"LR";43;"13";"13055";"13055SR06";"OUI";"LDVD";"SEN";"élu T2"
